location_id,zone,prefix,x,y,z,level,dist_to_bay,StockCode,Description,refined_category,Total_Hits,Cubic_Vol_Fixed,Height_Fixed,CurrentLocation,coi_score
FF-09-20,COLD_ROOM_MIX,FF,-15,1.6,-1.5,1,16.1,VERMICELLI AND EGG,VERMICELLI AND EGG VEGETABLE BUN,Food-Grade,5,1.04,0.8666666666666667,FH-01-20,0.203921568627451
FG-09-20,COLD_ROOM_MIX,FG,-10,1.6,-1.5,1,16.1,LOCUST FLOWER,LOCUST FLOWER STEAMED CAKE,Food-Grade,5,1.0555999999999999,0.8796666666666666,FF-07-20,0.20698039215686273
FF-08-30,COLD_ROOM_MIX,FF,-15,3.2,-3.0,2,16.2,17.0126,SICHUAN PEPPERCORN CHICKEN,Food-Grade,5,1.056,0.8800000000000001,FG-18-30,0.2070588235294118
FG-08-30,COLD_ROOM_MIX,FG,-10,3.2,-3.0,2,16.2,RED BEAN PASTE BUN,RED BEAN PASTE BUN,Food-Grade,5,1.0710000000000002,0.8925000000000002,FG-01-30,0.21000000000000005
FF-07-40,COLD_ROOM_MIX,FF,-15,4.800000000000001,-4.5,3,16.3,STICKY RICE STEAMED,STICKY RICE STEAMED CAKE,Food-Grade,5,1.0710000000000002,0.8925000000000002,FE-04-10,0.21000000000000005
FG-07-40,COLD_ROOM_MIX,FG,-10,4.800000000000001,-4.5,3,16.3,POTATO BALL 260G,TARO AND SWEET POTATO BALL 260G,Food-Grade,8,1.8,1.5,FH-07-10,0.22222222222222224
FF-06-50,COLD_ROOM_MIX,FF,-15,6.4,-6.0,4,16.4,14140002,(400G) SQ ROSE-INFUSED RED BEAN RICE BALL,Food-Grade,8,1.8,1.5,FE-06-50,0.22222222222222224
FG-06-50,COLD_ROOM_MIX,FG,-10,6.4,-6.0,4,16.4,11.0124,CHINESE SEAWEED,Food-Grade,4,1.0,0.8333333333333334,FH-05-10,0.24390243902439027
FE-07-10,COLD_ROOM_MIX,FE,-20,0.0,-4.5,0,16.5,11.0113,CUTTLEFISH BALLS,Food-Grade,4,1.014,0.8450000000000001,FE-18-40,0.24731707317073173
FH-07-10,COLD_ROOM_MIX,FH,-5,0.0,-4.5,0,16.5,13.0126,500G OF SQUID SAUSAGE,Food-Grade,4,1.014,0.8450000000000001,FH-06-40,0.24731707317073173
FE-06-20,COLD_ROOM_MIX,FE,-20,1.6,-6.0,1,16.6,11.0116,AUSTRALIAN PURE PASTURE CHEESE SHREDS,Food-Grade,4,1.0150000000000001,0.8458333333333334,FG-07-50,0.24756097560975615
FH-06-20,COLD_ROOM_MIX,FH,-5,1.6,-6.0,1,16.6,TZL-TCI-CAPD,CHIVE AND PORK DUMPLINGS,Food-Grade,4,1.0150000000000001,0.8458333333333334,FG-13-20,0.24756097560975615
FE-05-30,COLD_ROOM_MIX,FE,-20,3.2,-7.5,2,16.7,11.0120,STEAMED AND BRAISED NANYANG CURRY CHICKEN RICE,Food-Grade,4,1.0150000000000001,0.8458333333333334,FG-09-40,0.24756097560975615
FH-05-30,COLD_ROOM_MIX,FH,-5,3.2,-7.5,2,16.7,SK-QDC002,WAKAME SEAWEED,Food-Grade,4,1.02,0.8500000000000001,FE-01-10,0.24878048780487808
FE-04-40,COLD_ROOM_MIX,FE,-20,4.800000000000001,-9.0,3,16.8,11.0114,FRIES,Food-Grade,4,1.02,0.8500000000000001,FH-05-20,0.24878048780487808
FH-04-40,COLD_ROOM_MIX,FH,-5,4.800000000000001,-9.0,3,16.8,SK04061,FLOWER CHICKEN DRUMSTICK SKEWERS,Food-Grade,4,1.022,0.8516666666666667,FE-13-40,0.24926829268292686
FE-03-50,COLD_ROOM_MIX,FE,-20,6.4,-10.5,4,16.9,CHESTNUT ROLL,CHESTNUT ROLL,Food-Grade,4,1.023,0.8524999999999999,FF-04-10,0.24951219512195122
FH-03-50,COLD_ROOM_MIX,FH,-5,6.4,-10.5,4,16.9,SK05177,SIGNATURE LAMB KEBAB,Food-Grade,4,1.0230000000000001,0.8525000000000001,FG-06-50,0.24951219512195127
FF-11-10,COLD_ROOM_MIX,FF,-15,0.0,1.5,0,17.5,HQ-DG001,INSOLE DRIED TOFU,Food-Grade,4,1.0230000000000001,0.8525000000000001,FG-08-20,0.24951219512195127
FG-11-10,COLD_ROOM_MIX,FG,-10,0.0,1.5,0,17.5,11.0110,FISH HIBISCUS,Food-Grade,4,1.0230000000000001,0.8525000000000001,FH-05-30,0.24951219512195127
FF-10-20,COLD_ROOM_MIX,FF,-15,1.6,0.0,1,17.6,SP01199,BRAISED EDAMAME (SPICY),Food-Grade,4,1.0233999999999999,0.8528333333333332,FE-16-20,0.24960975609756098
FG-10-20,COLD_ROOM_MIX,FG,-10,1.6,0.0,1,17.6,11.0115,FIRST-CLASS CHICKEN DRUMSTICKS,Food-Grade,4,1.024,0.8533333333333334,FF-11-20,0.24975609756097564
FF-09-30,COLD_ROOM_MIX,FF,-15,3.2,-1.5,2,17.7,11.0111,SWEET OR NOT SPICY,Food-Grade,4,1.026,0.8550000000000001,FF-04-40,0.2502439024390244
FG-09-30,COLD_ROOM_MIX,FG,-10,3.2,-1.5,2,17.7,11.0121,FROZEN CURRY CHICKEN FRIED RICE,Food-Grade,4,1.036,0.8633333333333334,FG-06-20,0.2526829268292683
FF-08-40,COLD_ROOM_MIX,FF,-15,4.800000000000001,-3.0,3,17.8,AJ-XY001,FRESH COD SAUSAGES,Food-Grade,4,1.048,0.8733333333333334,FF-02-20,0.255609756097561
FG-08-40,COLD_ROOM_MIX,FG,-10,4.800000000000001,-3.0,3,17.8,11.0118,12-INCH PIZZA CRUST,Food-Grade,4,1.05,0.8750000000000001,FF-05-10,0.25609756097560976
FF-07-50,COLD_ROOM_MIX,FF,-15,6.4,-4.5,4,17.9,17100001,(1.5KG)JJJ FRIED TOFU,Food-Grade,4,1.05,0.8750000000000001,FF-03-30,0.25609756097560976
FG-07-50,COLD_ROOM_MIX,FG,-10,6.4,-4.5,4,17.9,18.0126,USE MORE PORK BELLY CUBES,Food-Grade,4,1.056,0.8800000000000001,FE-07-40,0.2575609756097561
FE-08-10,COLD_ROOM_MIX,FE,-20,0.0,-3.0,0,18.0,HOT POT FRIED DOUGH,HOT POT FRIED DOUGH STICKS,Food-Grade,4,1.06,0.8833333333333334,FF-07-20,0.2585365853658537
FH-08-10,COLD_ROOM_MIX,FH,-5,0.0,-3.0,0,18.0,CUSTARD BUN,CUSTARD BUN,Food-Grade,4,1.0710000000000002,0.8925000000000002,FF-04-10,0.261219512195122
FE-07-20,COLD_ROOM_MIX,FE,-20,1.6,-4.5,1,18.1,MILK MANTOU,MILK MANTOU,Food-Grade,4,1.095,0.9125,FE-12-20,0.26707317073170733
FH-07-20,COLD_ROOM_MIX,FH,-5,1.6,-4.5,1,18.1,HDL_FENNEL FLAVOR,FENNEL FLAVOR DEEP-FRIED DOUGH STICKS,Food-Grade,5,1.3679999999999999,1.14,FG-04-10,0.26823529411764707
FE-06-30,COLD_ROOM_MIX,FE,-20,3.2,-6.0,2,18.2,14140006,(360G) WZMT ASSORTED CRYSTAL GLUTINOUS RICE BALLS,Food-Grade,6,1.8,1.5,FG-02-30,0.2950819672131148
FH-06-30,COLD_ROOM_MIX,FH,-5,3.2,-6.0,2,18.2,DD027,SK 06117-BIG PHOENIX DANCE STRING,Food-Grade,6,1.8,1.5,FF-14-40,0.2950819672131148
FE-05-40,COLD_ROOM_MIX,FE,-20,4.800000000000001,-7.5,3,18.3,SK08122,ORCHID TOFU SKEWERS/DRIED TOFU,Food-Grade,6,1.8,1.5,FG-20-20,0.2950819672131148
FH-05-40,COLD_ROOM_MIX,FH,-5,4.800000000000001,-7.5,3,18.3,12.0126,ORIGINAL FLAVOR AUTHENTIC SAUSAGE,Food-Grade,3,0.9800000000000001,0.8166666666666668,FE-04-20,0.31612903225806455
FE-04-50,COLD_ROOM_MIX,FE,-20,6.4,-9.0,4,18.4,DD210,OYSTER AA (FINE OYSTER),Food-Grade,3,1.0,0.8333333333333334,FG-05-40,0.3225806451612903
FH-04-50,COLD_ROOM_MIX,FH,-5,6.4,-9.0,4,18.4,STICKY RED BEAN,STICKY RICE DUMPLING WITH RED BEAN PASTE,Food-Grade,3,1.0052,0.8376666666666668,FE-04-10,0.32425806451612904
FF-12-10,COLD_ROOM_MIX,FF,-15,0.0,3.0,0,19.0,11.0083,FROZEN LEMON JUICE,Food-Grade,3,1.008,0.8400000000000001,FH-06-40,0.3251612903225806
FG-12-10,COLD_ROOM_MIX,FG,-10,0.0,3.0,0,19.0,11.0125,CLAM,Food-Grade,3,1.008,0.8400000000000001,FG-10-10,0.3251612903225806
FF-11-20,COLD_ROOM_MIX,FF,-15,1.6,1.5,1,19.1,11.0123,CHICKEN HAMSTRINGS,Food-Grade,3,1.012,0.8433333333333334,FE-02-30,0.3264516129032258
FG-11-20,COLD_ROOM_MIX,FG,-10,1.6,1.5,1,19.1,11.0105,PANGASIUS,Food-Grade,3,1.012,0.8433333333333334,FE-07-20,0.3264516129032258
FF-10-30,COLD_ROOM_MIX,FF,-15,3.2,0.0,2,19.2,16.0126,ANGUS BEEF RIBS,Food-Grade,3,1.014,0.8450000000000001,FE-05-10,0.3270967741935484
FG-10-30,COLD_ROOM_MIX,FG,-10,3.2,0.0,2,19.2,TZL-TCI-COAPD,CORN AND PORK DUMPLINGS,Food-Grade,3,1.0150000000000001,0.8458333333333334,FG-13-20,0.3274193548387097
FF-09-40,COLD_ROOM_MIX,FF,-15,4.800000000000001,-1.5,3,19.3,ZC04138,GOLDEN CHICKEN FILLET STICK 70G,Food-Grade,3,1.0230000000000001,0.8525000000000001,FF-19-30,0.33
FG-09-40,COLD_ROOM_MIX,FG,-10,4.800000000000001,-1.5,3,19.3,SK02088,SPICY DUCK TONGUE SKEWERS,Food-Grade,3,1.0230000000000001,0.8525000000000001,FG-12-10,0.33
FF-08-50,COLD_ROOM_MIX,FF,-15,6.4,-3.0,4,19.4,DD209,GOLDEN POTATO TART SKEWERS (BLUE),Food-Grade,3,1.026,0.8550000000000001,FG-04-20,0.3309677419354839
FG-08-50,COLD_ROOM_MIX,FG,-10,6.4,-3.0,4,19.4,04.01.000001165,ZGY CUSTOM BUTTERFLY PASTA,Food-Grade,3,1.026,0.8550000000000001,FE-19-10,0.3309677419354839
FE-09-10,COLD_ROOM_MIX,FE,-20,0.0,-1.5,0,19.5,SP06257,ORIGINAL VARIEGATED CLAMS (51/100),Food-Grade,3,1.026,0.8550000000000001,FH-15-20,0.3309677419354839
FH-09-10,COLD_ROOM_MIX,FH,-5,0.0,-1.5,0,19.5,02.01.000001207,ZGY CUSTOM FROZEN BEEF TRIPE,Food-Grade,3,1.0322,0.8601666666666667,FE-11-20,0.33296774193548384
FE-08-20,COLD_ROOM_MIX,FE,-20,1.6,-3.0,1,19.6,11.0119,GOLDEN BACON,Food-Grade,3,1.035,0.8624999999999999,FG-07-20,0.3338709677419355
FH-08-20,COLD_ROOM_MIX,FH,-5,1.6,-3.0,1,19.6,PENGASIUS FISH,PENGASIUS FISH FILLET,Food-Grade,3,1.0665,0.88875,FF-06-10,0.3440322580645161
FE-07-30,COLD_ROOM_MIX,FE,-20,3.2,-4.5,2,19.7,DD170,ZC 04155-CRISPY BARLEY SAUSAGES,Food-Grade,3,1.0692000000000002,0.8910000000000001,FE-20-30,0.34490322580645166
FH-07-30,COLD_ROOM_MIX,FH,-5,3.2,-4.5,2,19.7,HONEY DATE,STICKY RICE DUMPLING WITH HONEY DATE,Food-Grade,3,1.0710000000000002,0.8925000000000002,FF-07-10,0.34548387096774197
FE-06-40,COLD_ROOM_MIX,FE,-20,4.800000000000001,-6.0,3,19.8,19.0126,DURIAN PUREE,Food-Grade,3,1.075,0.8958333333333334,FF-02-40,0.34677419354838707
FH-06-40,COLD_ROOM_MIX,FH,-5,4.800000000000001,-6.0,3,19.8,02.01.000001556,ZGY COOKED MEAT BUNS(30PCS),Food-Grade,3,1.079,0.8991666666666667,FG-18-50,0.3480645161290322
FE-05-50,COLD_ROOM_MIX,FE,-20,6.4,-7.5,4,19.9,11.0084,ANGUS BEEF,Food-Grade,5,1.8,1.5,FF-09-10,0.35294117647058826
FH-05-50,COLD_ROOM_MIX,FH,-5,6.4,-7.5,4,19.9,11.0117,SAINT-OLE-LEON CHICKEN THIGH CUTLET,Food-Grade,5,1.8,1.5,FE-04-40,0.35294117647058826
FF-13-10,COLD_ROOM_MIX,FF,-15,0.0,4.5,0,20.5,14130013,(800G)AJ MULTIGRAIN BUN,Food-Grade,4,1.8,1.5,FG-03-40,0.4390243902439025
FG-13-10,COLD_ROOM_MIX,FG,-10,0.0,4.5,0,20.5,11110001,(200G)XML HOTPOT ROCKET SQUID,Food-Grade,4,1.8,1.5,FH-12-10,0.4390243902439025
FF-12-20,COLD_ROOM_MIX,FF,-15,1.6,3.0,1,20.6,99120056,(200G)CI MEAT TENDON BALL,Food-Grade,4,1.8,1.5,FE-11-10,0.4390243902439025
FG-12-20,COLD_ROOM_MIX,FG,-10,1.6,3.0,1,20.6,99120058,(1KG)TG BEAN CURD SKIN,Food-Grade,4,1.8,1.5,FE-11-10,0.4390243902439025
FF-11-30,COLD_ROOM_MIX,FF,-15,3.2,1.5,2,20.7,SK04248,CHICKEN HEART SKEWERS,Food-Grade,2,1.0,0.8333333333333334,FE-16-30,0.47619047619047616
FG-11-30,COLD_ROOM_MIX,FG,-10,3.2,1.5,2,20.7,11.0112,SHRIMP BALLS,Food-Grade,2,1.0,0.8333333333333334,FF-06-30,0.47619047619047616
FF-10-40,COLD_ROOM_MIX,FF,-15,4.800000000000001,0.0,3,20.8,11.0107,BEEF BALLS,Food-Grade,2,1.0,0.8333333333333334,FE-09-30,0.47619047619047616
FG-10-40,COLD_ROOM_MIX,FG,-10,4.800000000000001,0.0,3,20.8,11.0109,LUCKY BAG,Food-Grade,2,1.008,0.8400000000000001,FE-07-10,0.48
FF-09-50,COLD_ROOM_MIX,FF,-15,6.4,-1.5,4,20.9,DS-ONION,DEEP-FRIED DOUGH STICKS-SPRING ONION FLAVOUR,Food-Grade,2,1.008,0.8400000000000001,FE-06-20,0.48
FG-09-50,COLD_ROOM_MIX,FG,-10,6.4,-1.5,4,20.9,ZC04152,BIG FACE CHICKEN,Food-Grade,2,1.008,0.8400000000000001,FF-14-30,0.48
FE-10-10,COLD_ROOM_MIX,FE,-20,0.0,0.0,0,21.0,ZC04156,SHRIMP CHICKEN STICK,Food-Grade,2,1.008,0.8400000000000001,FF-14-30,0.48
FH-10-10,COLD_ROOM_MIX,FH,-5,0.0,0.0,0,21.0,OTG-BS001,BASA FILLET (EAR SHAPE),Food-Grade,2,1.008,0.8400000000000001,FG-16-30,0.48
FE-09-20,COLD_ROOM_MIX,FE,-20,1.6,-1.5,1,21.1,11.0108,GOLDEN FISH EGGS,Food-Grade,2,1.008,0.8400000000000001,FE-16-50,0.48
FH-09-20,COLD_ROOM_MIX,FH,-5,1.6,-1.5,1,21.1,11.0086,YANGYA LEMON JUICE,Food-Grade,2,1.014,0.8450000000000001,FH-09-40,0.4828571428571428
FE-08-30,COLD_ROOM_MIX,FE,-20,3.2,-3.0,2,21.2,TZL-TCI-SACRW,SHRIMP AND CRAB ROE WONTONS,Food-Grade,2,1.0150000000000001,0.8458333333333334,FG-13-20,0.4833333333333334
FH-08-30,COLD_ROOM_MIX,FH,-5,3.2,-3.0,2,21.2,11.0122,TRICOLOR BEANS,Food-Grade,2,1.0150000000000001,0.8458333333333334,FG-10-10,0.4833333333333334
FE-07-40,COLD_ROOM_MIX,FE,-20,4.800000000000001,-4.5,3,21.3,HLY-LB001,LOTUS LEAF BUNS,Food-Grade,2,1.0150000000000001,0.8458333333333334,FH-03-40,0.4833333333333334
FH-07-40,COLD_ROOM_MIX,FH,-5,4.800000000000001,-4.5,3,21.3,HLY-GB001,GLUTINOUS BALL,Food-Grade,2,1.0150000000000001,0.8458333333333334,FH-03-40,0.4833333333333334
FE-06-50,COLD_ROOM_MIX,FE,-20,6.4,-6.0,4,21.4,DD089,ZC 04139-FIVE STAR STRING(FS),Food-Grade,2,1.02,0.8500000000000001,FE-19-30,0.4857142857142857
FH-06-50,COLD_ROOM_MIX,FH,-5,6.4,-6.0,4,21.4,DD104,ZC 04158-NEW BEEF STEAK,Food-Grade,2,1.02,0.8500000000000001,FE-19-50,0.4857142857142857
FF-14-10,COLD_ROOM_MIX,FF,-15,0.0,6.0,0,22.0,SK04210,IRON STICK IN THE PALM OF YOUR HAND (ORIGINAL FLAVOR),Food-Grade,2,1.0230000000000001,0.8525000000000001,FG-05-50,0.4871428571428572
FG-14-10,COLD_ROOM_MIX,FG,-10,0.0,6.0,0,22.0,ZC04140,CRESCENT CHICKEN SKEWERS,Food-Grade,2,1.0230000000000001,0.8525000000000001,FF-13-40,0.4871428571428572
FF-13-20,COLD_ROOM_MIX,FF,-15,1.6,4.5,1,22.1,SP06255,GRADE 1 LOBSTER TAIL,Food-Grade,2,1.0230000000000001,0.8525000000000001,FG-06-30,0.4871428571428572
FG-13-20,COLD_ROOM_MIX,FG,-10,1.6,4.5,1,22.1,SK08169,SHANGDU BAKED GLUTEN (40G),Food-Grade,2,1.0230000000000001,0.8525000000000001,FF-04-30,0.4871428571428572
FF-12-30,COLD_ROOM_MIX,FF,-15,3.2,3.0,2,22.2,02.01.000001534,ZGY LITSEA CUBEBA BEEF,Food-Grade,2,1.024,0.8533333333333334,FH-17-50,0.4876190476190476
FG-12-30,COLD_ROOM_MIX,FG,-10,3.2,3.0,2,22.2,ZC04149,CRISPY SAUSAGE 70G,Food-Grade,2,1.026,0.8550000000000001,FF-14-30,0.48857142857142855
FF-11-40,COLD_ROOM_MIX,FF,-15,4.800000000000001,1.5,3,22.3,11.0106,FISH BALL,Food-Grade,2,1.026,0.8550000000000001,FF-17-30,0.48857142857142855
FG-11-40,COLD_ROOM_MIX,FG,-10,4.800000000000001,1.5,3,22.3,02.01.000000677,ZGY MATSUSAKA CRISPY PORK SLICES,Food-Grade,2,1.038,0.8650000000000001,FE-19-10,0.4942857142857143
FF-10-50,COLD_ROOM_MIX,FF,-15,6.4,0.0,4,22.4,04.01.000000319,ZGY DUCK BLOOD,Food-Grade,2,1.0387,0.8655833333333334,FE-18-20,0.49461904761904757
FG-10-50,COLD_ROOM_MIX,FG,-10,6.4,0.0,4,22.4,SAMPLE-CTN,SAMPLE,General / Other,2,1.045,0.8708333333333333,FG-11-10,0.49761904761904757
FE-11-10,COLD_ROOM_MIX,FE,-20,0.0,1.5,0,22.5,DD053,ZC 04154-NEW FIVE STAR,Food-Grade,2,1.05,0.8750000000000001,FF-18-10,0.5
FH-11-10,COLD_ROOM_MIX,FH,-5,0.0,1.5,0,22.5,02.01.000001305,ZGY BEEF FAT BELLY,Food-Grade,2,1.056,0.8800000000000001,FG-11-20,0.5028571428571429
FE-10-20,COLD_ROOM_MIX,FE,-20,1.6,0.0,1,22.6,DD038,SP 01070-PORK WITH FRESH PEPPERS // SAUTEED PORK WITH PEPPER,Food-Grade,2,1.0592,0.8826666666666666,FE-20-10,0.5043809523809524
FH-10-20,COLD_ROOM_MIX,FH,-5,1.6,0.0,1,22.6,TZL-TCI-CPD,CHIVE AND PORK DUMPLING,Food-Grade,2,1.0799999999999998,0.8999999999999999,FH-13-20,0.5142857142857142
FE-09-30,COLD_ROOM_MIX,FE,-20,3.2,-1.5,2,22.7,TZL-TCI-WCMPD,"WATER CHESTNUT,MUSHROOM,AND PORK DUMPLINGS",Food-Grade,2,1.0799999999999998,0.8999999999999999,FH-13-20,0.5142857142857142
FH-09-30,COLD_ROOM_MIX,FH,-5,3.2,-1.5,2,22.7,STEAMED FLOWER,STEAMED FLOWER CAKE,Food-Grade,2,1.0944,0.912,FF-07-30,0.5211428571428571
FE-08-40,COLD_ROOM_MIX,FE,-20,4.800000000000001,-3.0,3,22.8,02.01.000001204,ZGY YUNNAN-STYLE BEEF,Food-Grade,2,1.0944,0.912,FF-16-30,0.5211428571428571
FH-08-40,COLD_ROOM_MIX,FH,-5,4.800000000000001,-3.0,3,22.8,RED DATE,STICKY RICE DUMPLING WITH RED DATE,Food-Grade,3,1.8,1.5,FG-01-30,0.5806451612903226
FE-07-50,COLD_ROOM_MIX,FE,-20,6.4,-4.5,4,22.9,SQ-TY001,GLUTINOUS RICE BALLS WITH BLACK SESAME,Food-Grade,3,1.8,1.5,FG-12-50,0.5806451612903226
FH-07-50,COLD_ROOM_MIX,FH,-5,6.4,-4.5,4,22.9,14110012,(900G)SN SCALLION FLAVORED CHINESE LAYERED FLATBREAD,Food-Grade,2,1.8,1.5,FH-03-40,0.8571428571428571
FF-15-10,COLD_ROOM_MIX,FF,-15,0.0,7.5,0,23.5,14110011,(900G)SN ORIGINAL FLAVORED CHINESE LAYERED FLATBREAD,Food-Grade,2,1.8,1.5,FG-02-20,0.8571428571428571
FG-15-10,COLD_ROOM_MIX,FG,-10,0.0,7.5,0,23.5,14130014,(500G)TLJ SICHUAN-STYLE HOTPOT XIAO LONG BAO,Food-Grade,2,1.8,1.5,FH-11-10,0.8571428571428571
FF-14-20,COLD_ROOM_MIX,FF,-15,1.6,6.0,1,23.6,14110010,(270G)SN DURIAN-FILLED PARATHA,Food-Grade,2,1.8,1.5,FH-10-30,0.8571428571428571
FG-14-20,COLD_ROOM_MIX,FG,-10,1.6,6.0,1,23.6,14.0273,DRIED TOFU,Food-Grade,1,1.0,0.8333333333333334,FG-09-30,0.9090909090909091
FF-13-30,COLD_ROOM_MIX,FF,-15,3.2,4.5,2,23.7,SK01119,SPICY PORK RIB SKEWERS,Food-Grade,1,1.0,0.8333333333333334,FE-13-30,0.9090909090909091
FG-13-30,COLD_ROOM_MIX,FG,-10,3.2,4.5,2,23.7,11.0100,KOREAN KIMCHI,Food-Grade,1,1.0030000000000001,0.8358333333333334,FE-17-50,0.9118181818181819
FF-12-40,COLD_ROOM_MIX,FF,-15,4.800000000000001,3.0,3,23.8,02.02.000000756,ZGY WATERFALL-STYLE SQUID SLICES,Food-Grade,1,1.004,0.8366666666666667,FG-15-10,0.9127272727272726
FG-12-40,COLD_ROOM_MIX,FG,-10,4.800000000000001,3.0,3,23.8,02.02.000000107,ZHU GUANGYU TIGER SKIN PHOENIX CLAWS,Food-Grade,1,1.008,0.8400000000000001,FG-15-20,0.9163636363636363
FF-11-50,COLD_ROOM_MIX,FF,-15,6.4,1.5,4,23.9,DD094,ZC 04153-HORSESHOE NUGGET,Food-Grade,1,1.008,0.8400000000000001,FE-20-30,0.9163636363636363
FG-11-50,COLD_ROOM_MIX,FG,-10,6.4,1.5,4,23.9,DD093,ZC 04144-GOLDEN MEAT CUT,Food-Grade,1,1.012,0.8433333333333334,FE-20-30,0.9199999999999999
FE-12-10,COLD_ROOM_MIX,FE,-20,0.0,3.0,0,24.0,DD096,ZC 06147-IMITATION HAIRTAIL SLICES,Food-Grade,1,1.0150000000000001,0.8458333333333334,FE-20-40,0.9227272727272727
FH-12-10,COLD_ROOM_MIX,FH,-5,0.0,3.0,0,24.0,DD070,ZC 04142-100G BREAT STEAK,Food-Grade,1,1.0150000000000001,0.8458333333333334,FE-20-40,0.9227272727272727
FE-11-20,COLD_ROOM_MIX,FE,-20,1.6,1.5,1,24.1,DD051,ZC 06143-CHEESE FISH CAKE,Food-Grade,1,1.024,0.8533333333333334,FF-19-20,0.9309090909090909
FH-11-20,COLD_ROOM_MIX,FH,-5,1.6,1.5,1,24.1,02.01.000001805,ZGY DUCK INTESTINES,Food-Grade,1,1.035,0.8624999999999999,FE-18-10,0.9409090909090908
FE-10-30,COLD_ROOM_MIX,FE,-20,3.2,0.0,2,24.2,02.01.000000230,ZGY GREEN SICHUAN PEPPER BEEF TONGUE,Food-Grade,1,1.0485,0.87375,FH-19-10,0.9531818181818181
FH-10-30,COLD_ROOM_MIX,FH,-5,3.2,0.0,2,24.2,DD055,ZC 04145-RICE CHICKEN SKEWERS,Food-Grade,1,1.05,0.8750000000000001,FF-18-10,0.9545454545454545
FE-09-40,COLD_ROOM_MIX,FE,-20,4.800000000000001,-1.5,3,24.3,DD052,ZC 04146-CHEESE SKEWERS,Food-Grade,1,1.05,0.8750000000000001,FF-18-10,0.9545454545454545
FH-09-40,COLD_ROOM_MIX,FH,-5,4.800000000000001,-1.5,3,24.3,04.01.000001851,ZGY BLACK SNOWFLAKE LAVA GLUTINOUS RICE CAKE(12PCS),Food-Grade,1,1.068,0.8900000000000001,FH-18-10,0.9709090909090908
FE-08-50,COLD_ROOM_MIX,FE,-20,6.4,-3.0,4,24.4,02.01.000000678,ZGY JUNHUA,Food-Grade,1,1.0792000000000002,0.8993333333333335,FH-19-10,0.9810909090909091
FH-08-50,COLD_ROOM_MIX,FH,-5,6.4,-3.0,4,24.4,TZL-TCI-BBB,BAHELI BEEF BALLS,Food-Grade,1,1.0799999999999998,0.8999999999999999,FH-13-20,0.9818181818181816
FF-16-10,COLD_ROOM_MIX,FF,-15,0.0,9.0,0,25.0,TZL-TCI-BBTB,BAHELI BEEF TENDON BALLS,Food-Grade,1,1.0799999999999998,0.8999999999999999,FH-13-20,0.9818181818181816
FG-16-10,COLD_ROOM_MIX,FG,-10,0.0,9.0,0,25.0,TZL-TCI-BBPBTB,BAHELI BLACK PEPPER BEEF TENDON BALLS,Food-Grade,1,1.0799999999999998,0.8999999999999999,FH-13-20,0.9818181818181816
FF-15-20,COLD_ROOM_MIX,FF,-15,1.6,7.5,1,25.1,STUFFED TOFU,STUFFED TOFU,Food-Grade,1,1.0955000000000001,0.9129166666666668,FF-03-10,0.995909090909091
FG-15-20,COLD_ROOM_MIX,FG,-10,1.6,7.5,1,25.1,DD086,ZC 04136-DASHENG CHICKEN FILLET STICK,Food-Grade,1,1.8,1.5,FE-19-30,1.6363636363636362
C1-01-10,OUTSIDE,C1,11,0.0,-13.5,0,0.0,14-5-20,14-5-20 9.9KG PURPLE BAG,Chemical,30,1.3938,1.1615,C1-18-10,0.04630564784053156
B1-01-10,OUTSIDE,B1,17,0.0,-13.5,0,0.0,99120055,(640ML) COOKING HUA TIAO CHIEW,Food-Grade,14,1.02,0.8500000000000001,C1-02-10,0.0723404255319149
A1-01-10,OUTSIDE,A1,23,0.0,-13.5,0,0.0,DIFAN EMPTY CTN,EMPTY CTN (DIFAN),General / Other,10,0.896,0.7466666666666667,C1-13-20,0.08871287128712872
D1-02-10,OUTSIDE,D1,5,0.0,-12.0,0,1.5,PASTE-FISHMAWCHICK,GOLDEN CHICKEN SOUP WITH FISH MAW,Food-Grade,11,1.0,0.8333333333333334,D1-02-10,0.0900900900900901
C1-02-10,OUTSIDE,C1,11,0.0,-12.0,0,1.5,AL BALAD(SLING BAG),AL BALAD,Packaging Material,1,0.105,0.0875,B1-07-10,0.09545454545454544
B1-02-10,OUTSIDE,B1,17,0.0,-12.0,0,1.5,99120005,OF RED DATES,Food-Grade,10,1.023,0.8524999999999999,C1-08-10,0.10128712871287128
A1-02-10,OUTSIDE,A1,23,0.0,-12.0,0,1.5,99120010,(1KG)OF CONCENTRATED CHICKEN ESSENCE,Food-Grade,10,1.068,0.8900000000000001,B1-09-10,0.10574257425742575
D1-01-20,OUTSIDE,D1,5,1.6,-13.5,1,1.6,A-GB001,COOVEN GLASS BOX 1.1L,Packaging Material,9,1.008,0.8400000000000001,A1-10-50,0.11076923076923077
B1-01-20,OUTSIDE,B1,17,1.6,-13.5,1,1.6,99120002,OF SEA COCONUT SLICES,Food-Grade,8,0.916,0.7633333333333334,C1-12-10,0.11308641975308643
A1-01-20,OUTSIDE,A1,23,1.6,-13.5,1,1.6,PASTE-SESAME/350,PASTE-SESAME/350,Food-Grade,8,1.0,0.8333333333333334,D1-03-10,0.1234567901234568
